shot_outcome_name,shot_statsbomb_xg,match_file,xpos,ypos
Blocked,0.052386004,69170.json,102.9,43.8
Off T,0.12105257,69170.json,109.8,47.9
Saved,0.107636385,69170.json,110.8,52.5
Blocked,0.029040342,69170.json,100.8,55.2
Blocked,0.03939093,69170.json,106.0,54.2
Off T,0.09739937,69170.json,100.9,40.8
Saved,0.03764702,69170.json,99.1,24.9
Saved,0.07673806,69170.json,112.6,52.3
Blocked,0.062040206,69171.json,98.1,44.5
Blocked,0.0067853862,69171.json,98.0,62.8
Off T,0.11329458,69171.json,111.5,33.9
Blocked,0.038097426,69171.json,99.1,28.9
Off T,0.040035132,69171.json,100.7,26.6
Saved,0.028351158,69171.json,100.3,23.6
Off T,0.022198414,69171.json,100.4,25.1
Off T,0.06697127,69171.json,108.1,36.4
Wayward,0.12382349,69171.json,109.5,41.0
Saved,0.027761072,69171.json,104.7,22.4
Off T,0.023439053,69171.json,107.6,57.4
Wayward,0.24403496,69171.json,107.2,41.5
Off T,0.030771138,69171.json,95.1,40.9
Off T,0.005251062,69171.json,70.8,46.9
Goal,0.044685062,69171.json,104.5,17.9
Saved,0.1074289,69172.json,106.6,32.2
Goal,0.76199883,69172.json,115.0,37.7
Saved,0.0099411765,69172.json,93.7,22.8
Blocked,0.18236701,69172.json,113.6,40.2
Saved,0.16836978,69172.json,108.7,30.9
