shot_outcome_name,shot_statsbomb_xg,match_file,xpos,ypos
Blocked,0.1438591,19785.json,111.0,35.0
Saved,0.4684039,19785.json,112.0,39.0
Goal,0.22632198,19785.json,114.0,39.0
Blocked,0.027887113,19785.json,102.0,25.0
Goal,0.091163576,19785.json,105.0,38.0
Blocked,0.057572126,19786.json,106.0,52.0
Saved,0.048966352,19786.json,98.0,47.0
Wayward,0.1112256,19786.json,115.0,29.0
Blocked,0.084752135,19786.json,104.0,23.0
Saved,0.010413458,19786.json,100.0,60.0
Off T,0.006119706,19786.json,82.0,43.0
Goal,0.027704878,19786.json,114.0,54.0
Blocked,0.0642843,19787.json,106.0,28.0
Off T,0.15511584,19787.json,108.0,46.0
Off T,0.10313012,19787.json,116.0,33.0
Blocked,0.04412689,19787.json,106.0,51.0
Goal,0.2680444,19788.json,106.0,47.0
Off T,0.041318305,19788.json,96.0,46.0
Blocked,0.0059417365,19788.json,85.0,48.0
Blocked,0.093996234,19788.json,112.0,40.0
Blocked,0.07006985,19788.json,106.0,42.0
Blocked,0.011074567,19788.json,91.0,42.0
Off T,0.005598102,19788.json,83.0,48.0
Saved,0.070406064,19789.json,96.0,34.0
Goal,0.35548788,19789.json,113.0,41.0
Off T,0.033160813,19789.json,100.0,53.0
Off T,0.14415224,19789.json,108.0,36.0
Saved,0.0869205,19789.json,104.0,39.0
Goal,0.051931772,19789.json,96.0,32.0
Off T,0.09418675,19789.json,106.0,50.0
Saved,0.05447181,19789.json,111.0,55.0
Goal,0.17448457,19789.json,109.0,35.0
Off T,0.02476842,19790.json,92.0,48.0
Blocked,0.035856836,19790.json,96.0,44.0
Saved,0.053767614,19790.json,111.0,55.0
Blocked,0.04065137,19790.json,96.0,46.0
Blocked,0.078551695,19790.json,116.0,47.0
Saved,0.42132518,19790.json,106.0,38.0
Wayward,0.018189505,19790.json,99.0,58.0
Off T,0.032520834,19790.json,91.0,37.0
Blocked,0.024754466,19790.json,97.0,55.0
Off T,0.07262933,19790.json,109.0,54.0
Saved,0.085972674,19791.json,110.0,32.0
Saved,0.12577887,19791.json,116.0,34.0
Saved,0.13891225,19791.json,115.0,44.0
Off T,0.0452898,19791.json,104.0,56.0
Off T,0.036752608,19791.json,97.0,46.0
Blocked,0.042755555,19791.json,97.0,48.0
Wayward,0.021122362,19792.json,99.0,55.0
Saved,0.026560757,19792.json,97.0,27.0
Blocked,0.041227333,19792.json,104.0,52.0
Saved,0.33271626,19792.json,109.0,32.0
Blocked,0.013951472,19792.json,98.0,22.0
Saved,0.03936657,19792.json,99.0,30.0
Saved,0.037908126,19793.json,98.0,28.0
Post,0.023634523,19793.json,90.0,40.0
Goal,0.6171103,19793.json,117.0,39.0
Off T,0.042345423,19793.json,98.0,45.0
Saved,0.048180956,19793.json,101.0,53.0
Goal,0.19132055,19794.json,111.0,45.0
Blocked,0.08068676,19794.json,100.0,39.0
Saved,0.04027643,19794.json,97.0,29.0
Blocked,0.031083364,19794.json,103.0,24.0
Saved,0.102590844,19794.json,110.0,36.0
Saved,0.06529108,19794.json,114.0,28.0
Goal,0.15443069,19794.json,114.0,37.0
Saved,0.035486177,19795.json,103.0,24.0
Off T,0.06673357,19795.json,101.0,30.0
Goal,0.21944582,19795.json,109.0,49.0
Off T,0.0072822073,19795.json,90.0,55.0
Blocked,0.28820997,19795.json,114.0,41.0
Off T,0.031930324,19795.json,96.0,29.0
Goal,0.3834447,19796.json,105.0,40.0
Saved,0.0060975826,19796.json,89.0,57.0
Blocked,0.10134855,19796.json,106.0,46.0
Blocked,0.10402543,19796.json,106.0,48.0
Blocked,0.49978372,19796.json,114.0,40.0
Goal,0.15963158,19796.json,114.0,41.0
Post,0.103335194,19796.json,106.0,29.0
Off T,0.18310449,19796.json,113.0,48.0
Saved,0.08986415,19796.json,106.0,47.0
Wayward,0.026016854,19796.json,101.0,25.0
Saved,0.02009479,19796.json,95.0,53.0
Saved,0.103541546,19797.json,105.0,39.0
Off T,0.07419969,19797.json,107.0,33.0
Blocked,0.071582645,19797.json,108.0,33.0
Saved,0.18482049,19797.json,110.0,43.0
Wayward,0.15078527,19797.json,110.0,44.0
Blocked,0.048157718,19797.json,98.0,40.0
Blocked,0.08921382,19797.json,110.0,37.0
Saved,0.006685475,19797.json,84.0,53.0
Goal,0.083484985,19797.json,107.0,41.0
Saved,0.061167866,19797.json,101.0,30.0
Off T,0.04220555,19798.json,94.0,38.0
Off T,0.03426978,19798.json,102.0,25.0
Wayward,0.06071832,19798.json,101.0,31.0
Saved,0.09446226,19798.json,114.0,51.0
Saved,0.15311094,19798.json,102.0,35.0
Blocked,0.114173844,19798.json,107.0,47.0
Off T,0.34122837,19798.json,114.0,41.0
Blocked,0.05803609,19798.json,108.0,54.0
Saved,0.091887124,19798.json,111.0,42.0
Off T,0.15145487,19798.json,113.0,29.0
Blocked,0.018620024,19799.json,95.0,26.0
Goal,0.32670718,19799.json,110.0,39.0
Blocked,0.03741759,19799.json,113.0,54.0
Blocked,0.06773455,19799.json,109.0,33.0
Goal,0.06686703,19799.json,106.0,44.0
Off T,0.028150372,19799.json,98.0,25.0
Off T,0.026524479,19799.json,114.0,55.0
Off T,0.0333116,19800.json,99.0,55.0
Off T,0.032256015,19800.json,93.0,48.0
Off T,0.34631637,19800.json,110.0,43.0
Blocked,0.017138023,19800.json,97.0,57.0
Blocked,0.2180412,19800.json,112.0,30.0
Blocked,0.08483438,19800.json,104.0,46.0
Goal,0.4636114,19801.json,106.0,31.0
Blocked,0.09151435,19801.json,106.0,46.0
Blocked,0.081763275,19801.json,107.0,45.0
Off T,0.07484927,19801.json,100.0,36.0
Goal,0.37241647,19801.json,110.0,44.0
Off T,0.35731587,19801.json,111.0,40.0
Off T,0.27941707,19801.json,112.0,41.0
Goal,0.23114538,19801.json,110.0,42.0
Saved,0.04808924,19801.json,99.0,31.0
Goal,0.45530626,19801.json,110.0,36.0
Off T,0.3258882,19801.json,105.0,35.0
Blocked,0.268739,19801.json,112.0,44.0
Blocked,0.06302678,19801.json,101.0,27.0
Off T,0.047692105,19802.json,105.0,25.0
Off T,0.17084527,19802.json,113.0,38.0
Blocked,0.03443953,19802.json,93.0,38.0
Saved,0.16694461,19802.json,111.0,31.0
Off T,0.01436405,19802.json,85.0,34.0
Saved,0.055606365,19802.json,96.0,42.0
Wayward,0.01446065,19802.json,118.0,52.0
Off T,0.05138647,19803.json,101.0,53.0
Off T,0.12806936,19803.json,114.0,52.0
Off T,0.102206215,19803.json,104.0,55.0
Blocked,0.020600192,19804.json,89.2,36.6
Saved,0.17414396,19804.json,108.4,41.9
Saved,0.014017558,19804.json,107.8,59.1
Saved,0.077246055,19804.json,104.2,41.8
Off T,0.07047134,19804.json,102.8,41.5
Blocked,0.02468526,19804.json,95.2,33.8
Saved,0.06108094,19804.json,99.0,52.0
Blocked,0.051275853,19804.json,111.5,47.4
Goal,0.06508925,19804.json,101.6,52.1
Saved,0.0077825873,19804.json,109.9,19.3
Saved,0.15859811,19804.json,114.1,47.9
Off T,0.23924044,19805.json,102.9,46.2
Off T,0.20971641,19805.json,112.1,47.9
Off T,0.051674888,19805.json,111.6,49.6
Saved,0.10704886,19805.json,105.7,40.2
Saved,0.037444215,19805.json,107.5,51.3
Blocked,0.08427971,19805.json,104.1,52.3
Saved,0.081351966,19805.json,108.4,46.6
Off T,0.03341448,19805.json,97.2,51.5
Blocked,0.050152406,19805.json,100.0,34.1
Saved,0.19613439,19805.json,114.3,36.3
Off T,0.3431412,19805.json,118.3,36.5
Off T,0.1560626,19806.json,103.8,47.1
Off T,0.1194143,19806.json,108.4,33.0
Off T,0.006101676,19806.json,84.2,55.1
Goal,0.06980819,19806.json,110.7,49.9
Saved,0.06518715,19806.json,105.4,53.9
Saved,0.38776132,19806.json,103.8,46.7
Blocked,0.02301114,19806.json,104.9,23.0
Blocked,0.033848565,19807.json,103.2,28.3
Goal,0.039355014,19807.json,101.8,49.2
Blocked,0.035818636,19807.json,94.5,36.9
Saved Off Target,0.03523931,19807.json,112.5,27.1
Off T,0.010317547,19808.json,106.2,62.9
Blocked,0.013618639,19808.json,91.6,52.0
Saved,0.011000381,19808.json,101.2,20.8
Off T,0.020454606,19808.json,87.7,41.1
Off T,0.020092715,19809.json,96.0,55.5
Blocked,0.030637018,19809.json,98.3,26.4
Blocked,0.011978749,19809.json,104.3,59.0
Off T,0.00794264,19809.json,78.0,40.2
Off T,0.009937972,19809.json,94.0,58.0
Saved,0.0077789533,19809.json,80.5,54.4
Blocked,0.021378668,19809.json,89.9,47.6
Wayward,0.038680393,19809.json,98.1,33.5
Off T,0.18759532,19809.json,107.2,34.1
Off T,0.03132951,19809.json,101.7,54.1
Post,0.03524024,19809.json,98.5,50.0
Off T,0.012594469,19809.json,108.9,21.2
Blocked,0.030202929,19809.json,98.9,50.0
Saved,0.0059080236,19809.json,74.9,38.8
Goal,0.3234319,19810.json,108.6,32.5
Saved,0.023880642,19810.json,90.2,35.9
Goal,0.2841506,19810.json,113.2,40.3
Saved,0.009844594,19810.json,97.5,60.7
Blocked,0.24532498,19810.json,111.6,30.3
Goal,0.25589007,19810.json,102.1,46.8
Blocked,0.07444866,19810.json,102.0,36.5
Off T,0.011040856,19810.json,96.8,21.3
Goal,0.16019417,19810.json,97.0,38.3
Goal,0.19219093,19811.json,115.4,35.9
Wayward,0.057673976,19811.json,107.0,44.5
Blocked,0.045434393,19813.json,107.8,28.2
Blocked,0.036418602,19813.json,108.7,24.3
Goal,0.14396788,19813.json,110.1,41.1
Off T,0.0709535,19813.json,101.0,39.9
Off T,0.020241689,19813.json,87.2,47.2
Blocked,0.05250048,19813.json,104.8,41.0
Blocked,0.0073916074,19813.json,110.9,61.3
Saved,0.018087836,19813.json,88.4,40.6
Off T,0.013850675,19813.json,105.1,58.7
Off T,0.044036772,19813.json,102.4,26.0
Blocked,0.022579774,19813.json,87.5,36.9
Saved,0.18132035,19814.json,113.6,36.5
Blocked,0.08504861,19814.json,108.7,39.3
Off T,0.49225986,19814.json,112.2,41.2
Off T,0.026216177,19814.json,91.7,45.6
Saved,0.024824327,19814.json,93.4,28.0
Wayward,0.103338085,19815.json,107.8,39.1
Blocked,0.07279375,19815.json,115.8,30.7
Saved,0.029656693,19815.json,101.1,23.0
Saved,0.06328593,19815.json,103.0,43.6
Wayward,0.009534217,19815.json,97.7,60.1
Off T,0.081864916,19815.json,105.2,45.9
Saved,0.05588705,19815.json,104.4,30.8
Goal,0.03185862,19815.json,93.1,31.3
Goal,0.071111225,19815.json,103.4,39.4
Saved,0.029361201,19815.json,91.7,44.2
Off T,0.07132052,19816.json,113.8,48.7
Goal,0.17946275,19816.json,109.5,38.4
Saved,0.1200263,19816.json,106.8,28.9
Off T,0.14843506,19816.json,113.8,47.2
Off T,0.062774256,19816.json,109.5,54.8
Off T,0.06162497,19816.json,104.4,42.0
Saved,0.072331816,19817.json,103.5,31.2
Blocked,0.014785047,19817.json,88.8,32.7
Saved,0.26678476,19817.json,108.8,48.8
Saved,0.0121871615,19817.json,115.2,25.1
Blocked,0.068869025,19818.json,108.9,38.8
Goal,0.11034166,19818.json,109.1,39.0
Off T,0.0073923734,19818.json,86.9,55.9
Off T,0.029190464,19818.json,94.6,24.1
Off T,0.017195331,19818.json,88.8,50.1
Wayward,0.493861,19818.json,115.6,43.3
Saved,0.4847135,19818.json,116.2,34.2
Blocked,0.03193849,19818.json,99.2,28.1
Saved,0.016600579,19818.json,114.2,25.5
Saved,0.15935397,19818.json,115.3,30.2
Off T,0.08202514,19818.json,107.9,29.1
Goal,0.22873761,19818.json,112.5,36.1
Off T,0.019985463,19818.json,87.2,35.5
Saved,0.052297402,19818.json,96.7,31.5
Saved,0.030077294,19818.json,94.2,45.9
Saved,0.081266396,19818.json,104.6,47.7
Blocked,0.018209446,19818.json,114.3,55.1
Off T,0.015274255,19819.json,92.2,48.9
Goal,0.2681442,19819.json,112.2,44.3
Blocked,0.067570046,19819.json,98.7,31.5
Saved,0.059872825,19819.json,101.4,46.6
Wayward,0.036984034,19819.json,100.2,45.4
Off T,0.10336691,19819.json,112.6,48.5
Off T,0.021226078,19819.json,91.6,46.5
Saved,0.024579775,19819.json,94.0,29.3
Off T,0.4185754,19819.json,113.1,43.9
Saved,0.04491863,19819.json,96.8,46.5
Goal,0.15386973,19819.json,103.9,36.3
Off T,0.20397246,19820.json,114.7,36.7
Blocked,0.015397478,19820.json,102.0,25.2
Off T,0.00687465,19820.json,89.3,53.9
Off T,0.0057806517,19820.json,83.1,33.9
Saved,0.22689222,19820.json,115.7,30.8
Blocked,0.0099398345,19820.json,98.5,18.7
Post,0.7764389,19820.json,118.5,35.4
Goal,0.43832833,19820.json,110.7,40.2
Saved,0.046000335,19820.json,108.8,55.8
Blocked,0.020648198,19820.json,89.1,48.4
Wayward,0.092855275,19820.json,105.6,41.1
Saved,0.20190018,19820.json,114.2,39.5
Blocked,0.049810287,19821.json,97.7,41.4
Blocked,0.05918063,19821.json,101.3,51.3
Saved,0.18982267,19821.json,108.3,44.7
Saved,0.087174036,19821.json,107.9,30.6
Saved,0.0826478,19821.json,107.7,32.7
Blocked,0.06252439,19821.json,107.0,48.5
Saved,0.035139132,19821.json,97.1,49.0
Saved,0.1389818,19821.json,113.0,48.0
Off T,0.026812535,19821.json,95.3,53.2
Off T,0.03199651,19821.json,93.4,32.5
Blocked,0.13583937,19821.json,112.3,48.3
Saved,0.2355732,19822.json,113.3,38.5
Saved,0.1575173,19822.json,104.1,40.0
Off T,0.12880355,19822.json,102.3,48.9
Saved,0.04133853,19822.json,96.6,36.5
Off T,0.34171453,19822.json,111.9,42.0
Saved,0.049246825,19822.json,111.8,55.1
Blocked,0.2968976,19822.json,114.6,37.0
Off T,0.014163642,19822.json,105.1,59.6
Off T,0.026188651,22912.json,91.9,43.1
Saved,0.0091631785,22912.json,98.4,20.4
Blocked,0.018781843,22912.json,89.0,47.9
Off T,0.1563633,22912.json,113.4,37.4
Saved,0.027245786,22912.json,90.8,44.9
Saved,0.07394664,22912.json,106.2,38.6
Saved,0.040406317,22912.json,94.7,36.9
Saved,0.05625648,22912.json,104.5,24.8
Off T,0.013455737,22921.json,104.3,21.5
Blocked,0.01888194,22921.json,92.8,34.7
Goal,0.29059565,22921.json,112.1,43.8
Blocked,0.023609262,22921.json,105.8,57.3
Saved,0.04286,22921.json,111.3,27.2
Off T,0.05301851,22921.json,109.9,36.5
Off T,0.019578105,22921.json,90.9,49.2
Off T,0.024309399,22921.json,98.9,55.5
Blocked,0.014244598,22921.json,93.2,51.4
Goal,0.045541815,22921.json,99.1,29.6
Goal,0.15057775,22924.json,111.2,51.0
Blocked,0.13512628,22924.json,107.4,31.2
Saved,0.11826606,22924.json,102.6,35.5
Saved,0.074453816,22924.json,106.6,37.2
Off T,0.023473585,22924.json,99.8,57.6
Blocked,0.11395286,22926.json,110.3,50.1
Off T,0.03719417,22926.json,101.2,30.2
Blocked,0.06305984,22926.json,103.2,44.4
Off T,0.021537183,22926.json,106.4,23.3
Saved,0.028239496,22926.json,102.8,55.0
Blocked,0.029342094,22930.json,94.7,34.8
Saved,0.032683503,22930.json,99.1,25.4
Saved,0.06743691,22930.json,108.4,37.2
Wayward,0.064777724,22930.json,104.0,42.3
Blocked,0.09985595,22930.json,108.4,39.5
Goal,0.037462287,22930.json,99.9,26.1
Saved,0.01433767,22930.json,88.5,28.7
Blocked,0.068688296,22930.json,103.6,38.2
Post,0.043638673,22930.json,102.1,52.5
Blocked,0.33684486,22930.json,115.8,36.0
Saved,0.045610107,22930.json,105.0,26.8
Blocked,0.08880102,22930.json,104.5,49.2
Blocked,0.007340123,22930.json,92.4,58.1
Saved,0.0833699,22933.json,108.4,52.6
Off T,0.057091355,22933.json,97.5,46.7
Saved,0.14059462,22933.json,109.5,41.4
Blocked,0.030305944,22933.json,98.1,31.3
Blocked,0.036857683,22934.json,98.3,33.9
Off T,0.012190274,22934.json,110.9,58.1
Saved,0.009572035,22934.json,100.9,59.5
Goal,0.44979084,22934.json,118.3,34.1
Blocked,0.04944091,22934.json,103.3,38.8
Saved,0.14902708,22934.json,104.2,36.0
Off T,0.29560333,22934.json,113.3,46.3
Blocked,0.02031599,22936.json,86.9,38.4
Saved,0.14806972,22936.json,110.1,28.4
Saved,0.118344344,22936.json,103.2,34.6
Goal,0.17604986,22936.json,104.9,37.1
Off T,0.03110568,22936.json,91.4,40.5
Off T,0.12927517,22936.json,114.6,47.1
Off T,0.008435163,22936.json,112.3,60.6
Blocked,0.0069841803,22936.json,92.2,19.7
Blocked,0.029955717,22936.json,103.6,56.4
Off T,0.027468272,22936.json,89.6,42.3
Blocked,0.016222654,22939.json,94.7,48.9
Off T,0.018476428,22939.json,91.4,36.3
Saved,0.052340277,22939.json,104.2,42.4
Saved,0.009173761,22939.json,97.5,21.7
Blocked,0.013266789,22939.json,104.8,58.0
Wayward,0.119423136,22939.json,110.8,49.3
Off T,0.026237166,22939.json,95.0,47.8
Blocked,0.049516506,22939.json,103.0,45.9
Off T,0.04859035,22940.json,106.1,57.1
Saved,0.019611316,22940.json,85.9,40.0
Off T,0.08578172,22940.json,116.1,29.2
Off T,0.07568605,22940.json,109.1,45.5
Blocked,0.043580182,22940.json,107.8,27.6
Off T,0.0073760236,22940.json,83.7,46.5
Off T,0.030665202,22940.json,92.8,34.3
Saved,0.038061723,22940.json,116.3,51.4
Blocked,0.021647874,22942.json,99.5,28.8
Blocked,0.084944434,22943.json,101.9,44.5
Saved,0.031118229,22943.json,93.2,30.1
Off T,0.084192276,22943.json,106.4,38.7
Goal,0.23238441,22943.json,114.5,38.9
Off T,0.03578947,22943.json,96.6,30.1
Goal,0.0547017,22943.json,97.9,31.9
Goal,0.054856997,22943.json,102.4,28.3
Blocked,0.09085521,22943.json,108.2,37.0
Goal,0.50886995,22943.json,114.2,43.0
Saved,0.08971482,22943.json,103.9,32.8
Blocked,0.062494464,22943.json,103.7,48.9
Saved,0.1810684,22943.json,111.8,31.8
Saved,0.1521227,22943.json,112.3,34.9
Blocked,0.011818939,22943.json,118.5,30.2
Off T,0.031418398,22943.json,96.0,34.3
Goal,0.09475674,22943.json,104.6,44.3
Saved,0.009109526,22943.json,94.5,21.5
Goal,0.18937612,22943.json,108.3,38.7
Goal,0.0740359,22943.json,104.3,36.9
Off T,0.40454298,22943.json,113.1,41.8
Wayward,0.1452307,22944.json,108.4,41.9
Off T,0.2852719,22944.json,109.5,37.8
Off T,0.024541784,22944.json,103.4,57.4
Off T,0.048718303,22944.json,104.4,57.0
Off T,0.0055017998,22944.json,77.9,42.2
Blocked,0.04359571,22944.json,111.4,24.8
Off T,0.070764184,22944.json,106.0,54.0
Blocked,0.06355516,22944.json,101.7,38.2
Goal,0.15618837,22944.json,111.1,40.0
Off T,0.31105536,22944.json,107.2,37.0
Off T,0.013042145,22945.json,85.3,34.9
Blocked,0.008334438,22945.json,95.0,58.5
Blocked,0.051187474,22945.json,108.2,53.1
Wayward,0.045136362,22945.json,97.6,36.6
Saved,0.015595561,22945.json,86.7,31.6
Blocked,0.036968157,22945.json,99.9,39.1
Blocked,0.033833917,22945.json,95.7,37.8
Off T,0.13307151,22948.json,109.2,40.2
Blocked,0.013412345,22948.json,111.4,22.9
Saved,0.12900324,22948.json,113.0,41.3
Goal,0.31648102,22948.json,113.0,39.2
Off T,0.1735191,22948.json,114.7,41.5
Saved,0.12720454,22948.json,101.4,41.9
Saved Off Target,0.060278315,22948.json,113.9,27.6
Blocked,0.011556395,22948.json,107.6,57.8
Saved,0.014924447,22949.json,113.1,55.6
Off T,0.007808205,22949.json,86.4,50.5
Saved,0.11853174,22949.json,110.7,41.4
Goal,0.7775286,22949.json,118.9,37.0
Wayward,0.025372373,22949.json,93.7,44.9
Off T,0.026562583,22949.json,104.2,54.2
Off T,0.006355216,22949.json,84.4,26.6
Off T,0.09283967,22955.json,104.1,43.9
Goal,0.17210981,22955.json,112.8,40.5
Blocked,0.0411494,22955.json,95.4,37.5
Saved,0.021552216,22955.json,106.8,57.7
Goal,0.006561622,22955.json,92.8,63.9
Off T,0.08812186,22956.json,110.7,41.1
Off T,0.043629657,22956.json,96.5,36.5
Off T,0.107461706,22956.json,108.8,27.4
Off T,0.081980616,22956.json,109.4,41.7
Blocked,0.026670283,22956.json,104.4,25.6
Saved,0.15301071,22956.json,111.5,33.1
Off T,0.049534563,22961.json,104.5,50.1
Saved,0.014523979,22961.json,92.5,26.0
Saved,0.009164746,22961.json,115.0,21.9
Blocked,0.08739733,22961.json,109.5,35.8
Blocked,0.06560003,22961.json,105.0,34.3
Off T,0.02555909,22961.json,97.5,25.8
Blocked,0.039526135,22961.json,95.4,33.9
Saved,0.032385085,22961.json,100.7,51.4
Blocked,0.064988635,22961.json,109.7,51.6
Saved,0.1373988,22961.json,104.1,34.0
Saved,0.06340098,22962.json,108.0,39.8
Saved,0.22438326,22962.json,113.5,40.3
Goal,0.73672706,22962.json,115.5,40.6
Wayward,0.11078969,22962.json,105.0,34.0
Saved,0.03063444,22963.json,94.3,25.9
Blocked,0.0069582877,22963.json,89.4,23.0
Goal,0.27041373,22963.json,116.0,38.5
Blocked,0.0320157,22963.json,93.5,45.6
Blocked,0.09285158,22963.json,109.4,31.7
Goal,0.9543202,22963.json,114.5,39.6
Saved,0.02844963,22963.json,96.0,30.9
Off T,0.09782372,22964.json,108.2,28.3
Blocked,0.007319563,22964.json,87.4,22.5
Saved,0.02449257,22964.json,92.5,51.9
Goal,0.4445364,22964.json,112.3,41.5
Blocked,0.018807383,22964.json,87.2,38.7
Off T,0.13982432,22964.json,112.3,41.4
Off T,0.026876431,22964.json,90.9,36.6
Saved,0.03699053,22964.json,97.6,31.0
Off T,0.020933898,22964.json,90.6,35.4
Off T,0.0062741884,22966.json,88.4,24.3
Saved,0.10744571,22966.json,112.4,34.1
Blocked,0.038515076,22966.json,98.4,30.0
Blocked,0.044334035,22966.json,108.3,29.0
Off T,0.022856664,22966.json,90.6,49.1
Off T,0.17712873,22966.json,109.4,39.5
Off T,0.39569494,22966.json,113.8,44.9
Blocked,0.045937974,22966.json,100.7,29.6
Saved,0.039702266,22966.json,99.7,28.2
Saved,0.010114029,22973.json,102.5,60.7
Off T,0.084961526,22973.json,108.9,42.6
Off T,0.03619141,22973.json,94.1,42.6
Off T,0.07804835,22973.json,105.2,46.4
Blocked,0.059990287,22973.json,107.1,30.2
Off T,0.118036374,22973.json,107.0,40.0
Saved,0.010496934,22973.json,101.8,58.9
Off T,0.018722065,22973.json,100.3,58.0
Blocked,0.020108784,22973.json,114.9,26.0
Saved,0.118491195,22973.json,112.6,45.2
Post,0.16043931,22974.json,118.6,45.4
Blocked,0.023733187,22974.json,92.6,46.6
Off T,0.025208786,22974.json,90.9,45.2
Saved,0.2551284,22974.json,110.1,41.2
Saved,0.08281603,22974.json,107.6,27.7
Wayward,0.15591873,22974.json,113.8,43.7
Saved,0.19920985,22974.json,112.5,37.7
Blocked,0.030299332,22980.json,100.0,30.8
Saved,0.07916361,22980.json,112.5,49.7
Off T,0.034267504,22981.json,102.1,50.6
Blocked,0.055482917,22981.json,103.5,28.0
Blocked,0.07500752,22981.json,102.4,38.2
Wayward,0.072663225,22981.json,105.5,32.4
Blocked,0.025728399,22981.json,95.3,38.8
Saved,0.061824717,22981.json,113.2,27.8
Blocked,0.040089563,22981.json,102.3,52.5
Off T,0.024468191,22981.json,88.9,41.3
Blocked,0.10480567,22981.json,106.4,43.7
Blocked,0.0503992,22981.json,104.5,51.5
Off T,0.30561942,22981.json,113.2,37.4
Blocked,0.07512525,22983.json,105.6,28.7
Blocked,0.05772186,22983.json,101.4,34.0
Blocked,0.018082924,22983.json,90.2,46.1
Saved,0.0528759,22983.json,116.7,29.3
Off T,0.035329483,22983.json,97.5,31.7
Blocked,0.05199621,22983.json,102.7,41.2
Blocked,0.05587824,22983.json,101.9,42.7
Off T,0.04613964,22983.json,104.3,56.7
Saved,0.053752,22983.json,96.5,43.4
Off T,0.02965763,22983.json,91.9,35.9
Saved,0.11540245,22983.json,112.0,49.7
Off T,0.04217997,22984.json,93.7,35.8
Goal,0.29337415,22984.json,108.2,43.9
Wayward,0.35727128,22984.json,112.5,39.6
Off T,0.269407,22984.json,103.4,34.3
Goal,0.19979903,22984.json,113.3,39.3
Blocked,0.06198871,22984.json,99.7,28.4
Saved,0.30125463,22984.json,110.3,37.7
Blocked,0.00814128,22984.json,93.4,57.4
Off T,0.022040086,22984.json,95.1,30.1
Saved,0.15690722,22984.json,108.8,40.5
Saved,0.14107212,68311.json,103.7,46.3
Off T,0.11063904,68311.json,108.5,48.1
Saved,0.069181636,68312.json,101.5,29.0
Blocked,0.045545235,68312.json,99.3,48.9
Off T,0.096464515,68312.json,107.9,42.1
Off T,0.34448034,68312.json,114.7,42.8
Off T,0.018525861,68313.json,88.6,48.7
Saved,0.0413299,68313.json,109.5,54.6
Goal,0.048186053,68313.json,103.5,26.4
Blocked,0.06452809,68313.json,107.7,33.1
Saved,0.06043759,68313.json,98.5,36.4
Off T,0.008294905,68313.json,97.7,17.8
Blocked,0.013908021,68313.json,85.2,47.0
Post,0.102452755,68313.json,99.9,45.7
Goal,0.12778239,68313.json,108.2,43.4
Off T,0.03763988,68314.json,102.0,52.8
Off T,0.00602796,68314.json,89.0,20.7
Goal,0.022247562,68314.json,89.1,47.1
Off T,0.07580931,68314.json,98.1,38.5
Saved,0.33085492,68314.json,108.1,47.6
Off T,0.123506606,68314.json,113.1,27.5
Goal,0.1647012,68314.json,110.0,40.2
Saved,0.016980581,68314.json,87.5,30.3
Off T,0.19528468,68314.json,108.7,33.7
Saved,0.087893374,68314.json,112.8,27.2
Goal,0.14795043,68314.json,114.1,31.3
Saved,0.04926339,68315.json,101.4,24.7
Blocked,0.09754931,68315.json,113.5,45.8
Off T,0.21205725,68315.json,114.1,43.9
Off T,0.10037697,68315.json,104.9,35.9
Off T,0.24049205,68315.json,106.8,36.8
Off T,0.07727127,68315.json,111.7,50.0
Blocked,0.044644717,68315.json,103.5,27.7
Goal,0.028495375,68315.json,113.2,23.9
Off T,0.02743185,68315.json,91.9,46.7
Saved,0.010079262,68315.json,95.9,59.6
Saved,0.4869987,68315.json,114.9,42.3
Off T,0.03265231,68315.json,98.4,53.3
Off T,0.017467737,68316.json,89.3,47.0
Saved,0.007385222,68316.json,90.4,23.3
Saved,0.0062392955,68316.json,96.3,68.6
Off T,0.021396313,68316.json,86.8,47.4
Saved,0.024928266,68316.json,93.9,51.0
Blocked,0.05980626,68316.json,101.5,40.3
Saved to Post,0.12486529,68316.json,110.6,36.4
Wayward,0.03702904,68316.json,95.4,48.3
Off T,0.05626643,68316.json,98.4,49.3
Blocked,0.042826116,68316.json,103.7,29.1
Goal,0.05035011,68316.json,96.7,33.5
Off T,0.07082994,68316.json,108.1,51.0
Off T,0.060110334,68317.json,97.5,35.5
Saved,0.00735692,68317.json,95.3,59.2
Off T,0.024383413,68317.json,92.7,48.3
Off T,0.09230674,68317.json,105.6,46.4
Wayward,0.061166823,68317.json,98.3,51.1
Post,0.25106353,68317.json,108.6,37.9
Wayward,0.02042063,68317.json,94.4,52.2
Blocked,0.012946631,68318.json,89.2,52.1
Off T,0.0341115,68318.json,97.9,49.8
Goal,0.40640977,68318.json,112.4,38.0
Saved,0.020340158,68318.json,119.1,31.7
Saved,0.016164327,68318.json,91.7,56.2
Saved,0.014225127,68318.json,92.3,36.6
Off T,0.015944997,68318.json,100.0,58.1
Blocked,0.043697048,68319.json,99.3,29.5
Goal,0.2022837,68319.json,103.3,41.7
Off T,0.06940046,68319.json,110.6,43.4
Blocked,0.024335222,68319.json,115.6,52.4
Wayward,0.039401133,68319.json,91.5,39.7
Blocked,0.0417342,68319.json,101.0,49.4
