saison;Spieltag;Datum;time;Ort;gegner;score1;score2;win;already_meister;win_draw;lose;
2012-13;24;03.03.13;15:30;A;1899 Hoffenheim;1;0;1;0;1;0;
2012-13;25;09.03.13;15:30;H;Fortuna Düsseldorf;3;2;1;0;1;0;
2012-13;26;16.03.13;18:30;A;Bayer Leverkusen;2;1;1;0;1;0;
2012-13;27;30.03.13;18:30;H;Hamburger SV;9;2;1;0;1;0;
2012-13;28;06.04.13;15:30;A;Eintracht Frankfurt;1;0;1;0;1;0;
2012-13;29;13.04.13;15:30;H;1. FC Nürnberg;4;0;1;1;1;0;
2012-13;30;20.04.13;15:30;A;Hannover 96;6;1;1;1;1;0;
2012-13;31;27.04.13;15:30;H;SC Freiburg;1;0;1;1;1;0;
2012-13;32;04.05.13;18:30;A;Borussia Dortmund;1;1;0;1;1;0;
2012-13;33;11.05.13;15:30;H;FC Augsburg;3;0;1;1;1;0;
2012-13;34;18.05.13;15:30;A;Bor. Mönchengladbach;4;3;1;1;1;0;
